2.962962985038757324e-01 9.986432269215583801e-03 9.975344873964786530e-03 1.330046076327562332e-02 1.329350192099809647e-02 1.329349912703037262e-02 1.318667642772197723e-02 9.983660653233528137e-03 9.477092325687408447e-02 -2.595895156264305115e-02 1.200737059116363525e-02 1.196311041712760925e-02 2.215487620560452342e-04 4.258405903236686597e-41 -5.098818427311268147e+28 4.258405903236686597e-41 2.159702400818272440e-06 -1.997348012076531898e-01 1.001133412789584121e+00 1.995416205776750385e+00 2.953983676542741512e-04 -8.925614690727381354e-08 -2.231403672681845338e-08 4.367664641921293949e-04 -3.634311978162458760e-21 -5.031506871717403503e-40 0.000000000000000000e+00
2.962962985038757324e-01 1.036162953823804855e-02 1.034969370812177658e-02 1.379959192126989365e-02 1.379209104925394058e-02 1.379208825528621674e-02 1.367927808314561844e-02 1.035864558070898056e-02 9.827370196580886841e-02 -2.595794945955276489e-02 1.245769672095775604e-02 1.241005025804042816e-02 2.341449435334652662e-04 4.258405903236686597e-41 -5.098818427311268147e+28 4.258405903236686597e-41 2.199981925951661082e-06 -1.997248557965475846e-01 9.828450911703063841e-01 1.995302014043571992e+00 3.121932783365602318e-04 -9.432147836471965663e-08 -2.358036959117991416e-08 4.616642413889262934e-04 -3.437508037904256130e-21 -5.124138792792748722e-40 0.000000000000000000e+00
2.962962985038757324e-01 1.075091212987899780e-02 1.073806267231702805e-02 1.431741751730442047e-02 1.430933363735675812e-02 1.430933084338903427e-02 1.419019885361194611e-02 1.074769999831914902e-02 1.019046679139137268e-01 -2.595687098801136017e-02 1.292492449283599854e-02 1.287363190203905106e-02 2.474568027537316084e-04 4.258405903236686597e-41 -5.098818427311268147e+28 4.258405903236686597e-41 2.241013564727206464e-06 -1.997145367567392804e-01 9.648912309406054710e-01 1.995184793898604259e+00 3.299424113070577552e-04 -9.967395388175016550e-08 -2.491848847043754138e-08 4.879767391428134070e-04 -3.251343413717404023e-21 -5.218455623854038210e-40 0.000000000000000000e+00
2.962962985038757324e-01 1.115480996668338776e-02 1.114097703248262405e-02 1.485463604331016541e-02 1.484592352062463760e-02 1.484591979533433914e-02 1.472011581063270569e-02 1.115135196596384048e-02 1.056684404611587524e-01 -2.595571242272853851e-02 1.340968534350395203e-02 1.335446909070014954e-02 2.615249250084161758e-04 4.258405903236686597e-41 -5.098818427311268147e+28 4.258405903236686597e-41 2.282811393949694309e-06 -1.997038301182478826e-01 9.472657153546568676e-01 1.995064443016009603e+00 3.486999209051313436e-04 -1.053297984667109975e-07 -2.633244961667774938e-08 5.157842061507927596e-04 -3.075242765326533873e-21 -5.314485806170705693e-40 0.000000000000000000e+00
2.962962985038757324e-01 1.157386880367994308e-02 1.155897695571184158e-02 1.541196927428245544e-02 1.540258154273033142e-02 1.540257688611745834e-02 1.526972837746143341e-02 1.157014630734920502e-02 1.095697954297065735e-01 -2.595447562634944916e-02 1.391263678669929504e-02 1.385319512337446213e-02 2.763922384474426508e-04 4.258405903236686597e-41 -5.098818427311268147e+28 4.258405903236686597e-41 2.325389755130740810e-06 -1.996927213904627907e-01 9.299625395312004494e-01 1.994940856316553157e+00 3.685230293884979779e-04 -1.113061485448912509e-07 -2.782653713622281273e-08 5.451714325806914299e-04 -2.908661923939369097e-21 -5.412258162245712610e-40 0.000000000000000000e+00
2.962962985038757324e-01 1.200865954160690308e-02 1.199262682348489761e-02 1.599016971886157990e-02 1.598005183041095734e-02 1.598004810512065887e-02 1.583976484835147858e-02 1.200465112924575806e-02 1.136136725544929504e-01 -2.595315687358379364e-02 1.443445775657892227e-02 1.437046844512224197e-02 2.921041159424930811e-04 4.258405903236686597e-41 -5.098818427311268147e+28 4.258405903236686597e-41 2.368763259512902067e-06 -1.996811955428896279e-01 9.129758084077251867e-01 1.994813925823338607e+00 3.894722002343435109e-04 -1.176211026279311243e-07 -2.940527565698278108e-08 5.762280060506010191e-04 -2.751086196757715953e-21 -5.511801894187167357e-40 0.000000000000000000e+00
2.962962985038757324e-01 1.245976891368627548e-02 1.244250964373350143e-02 1.659001223742961884e-02 1.657911203801631927e-02 1.657910645008087158e-02 1.643097400665283203e-02 1.245545409619808197e-02 1.178051903843879700e-01 -2.595175616443157196e-02 1.497585698962211609e-02 1.490697171539068222e-02 3.087084623984992504e-04 4.258405903236686597e-41 -5.098818427311268147e+28 4.258405903236686597e-41 2.412946793190875517e-06 -1.996692369851956750e-01 8.962997347320633690e-01 1.994683540515828080e+00 4.116113211836772427e-04 -1.242937747480254252e-07 -3.107344368700635630e-08 6.090485819363284986e-04 -2.602028764367687216e-21 -5.613146581565668971e-40 0.000000000000000000e+00
2.962962985038757324e-01 1.292781066149473190e-02 1.290923077613115311e-02 1.721230708062648773e-02 1.720055937767028809e-02 1.720055565237998962e-02 1.704414002597332001e-02 1.292316615581512451e-02 1.221496537327766418e-01 -2.595026977360248566e-02 1.553756464272737503e-02 1.546340901404619217e-02 3.262558893766254187e-04 4.258405903236686597e-41 -5.098818427311268147e+28 4.258405903236686597e-41 2.457955522331720790e-06 -1.996568295465294962e-01 8.799286370907204446e-01 1.994549586181788792e+00 4.350078975723930424e-04 -1.313443508026801982e-07 -3.283608770067004956e-08 6.437331687991613462e-04 -2.461029165855616172e-21 -5.716322178720912666e-40 0.000000000000000000e+00
2.962962985038757324e-01 1.341341901570558548e-02 1.339341606944799423e-02 1.785788871347904205e-02 1.784523017704486847e-02 1.784522645175457001e-02 1.768006756901741028e-02 1.340841781347990036e-02 1.266525238752365112e-01 -2.594869956374168396e-02 1.612034067511558533e-02 1.604051329195499420e-02 3.447999188210815191e-04 4.258405903236686597e-41 -5.098818427311268147e+28 4.258405903236686597e-41 2.503804898496101526e-06 -1.996439564540893052e-01 8.638569379732566889e-01 1.994411945266940211e+00 4.597332565224170617e-04 -1.387941479628749160e-07 -3.469853699071872899e-08 6.803874297691284503e-04 -2.327651866792256435e-21 -5.821359011479070172e-40 0.000000000000000000e+00
2.962962985038757324e-01 1.391725149005651474e-02 1.389571744948625565e-02 1.852762326598167419e-02 1.851398684084415436e-02 1.851398125290870667e-02 1.833959296345710754e-02 1.391186751425266266e-02 1.313194930553436279e-01 -2.594704180955886841e-02 1.672497391700744629e-02 1.663904078304767609e-02 3.643970412667840719e-04 4.258405903236686597e-41 -5.098818427311268147e+28 4.258405903236686597e-41 2.550510664062547996e-06 -1.996306003109135085e-01 8.480791618720728842e-01 1.994270496721930463e+00 4.858627625978325835e-04 -1.466656773048486839e-07 -3.666641932621217096e-08 7.191230007640299045e-04 -2.201484905504025330e-21 -5.928287773239950452e-40 0.000000000000000000e+00
2.962962985038757324e-01 1.443999167531728745e-02 1.441680919378995895e-02 1.922241225838661194e-02 1.920771971344947815e-02 1.920771412551403046e-02 1.902358792722225189e-02 1.443419605493545532e-02 1.361564099788665771e-01 -2.594529464840888977e-02 1.735228300094604492e-02 1.725977472960948944e-02 3.851070068776607513e-04 4.258405903236686597e-41 -5.098818427311268147e+28 4.258405903236686597e-41 2.598088857756822538e-06 -1.996167430728663927e-01 8.325899334169457600e-01 1.994125115846400176e+00 5.134760455640848551e-04 -1.549827098336823402e-07 -3.874567745842058506e-08 7.600578264719525792e-04 -2.082138613301019779e-21 -6.037139520390691906e-40 0.000000000000000000e+00
2.962962985038757324e-01 1.498234644532203674e-02 1.495738979429006577e-02 1.994318701326847076e-02 1.992735825479030609e-02 1.992735266685485840e-02 1.973294839262962341e-02 1.497610751539468765e-02 1.411693394184112549e-01 -2.594345435500144958e-02 1.800311356782913208e-02 1.790352910757064819e-02 4.069928836543112993e-04 4.258405903236686597e-41 -5.098818427311268147e+28 4.258405903236686597e-41 2.646555820288491832e-06 -1.996023660247905618e-01 8.173839755436786980e-01 1.993975674129825570e+00 5.426572409233469110e-04 -1.637703460747437766e-07 -4.094258651868594415e-08 8.033165150748671889e-04 -1.969244404581968881e-21 -6.147945667000240402e-40 0.000000000000000000e+00
2.962962985038757324e-01 1.554505247622728348e-02 1.551818568259477615e-02 2.069091424345970154e-02 2.067386172711849213e-02 2.067385613918304443e-02 2.046860568225383759e-02 1.553833577781915665e-02 1.463645696640014648e-01 -2.594152279198169708e-02 1.867834478616714478e-02 1.857114396989345551e-02 4.301214066799730062e-04 4.258405903236686597e-41 -5.098818427311268147e+28 4.258405903236686597e-41 2.695928200096860027e-06 -1.995874497557975635e-01 8.024561076962475337e-01 1.993822039088868125e+00 5.734952439359768160e-04 -1.730550894174540623e-07 -4.326377235436351559e-08 8.490307127433396840e-04 -1.862453632963649386e-21 -6.260737978746121172e-40 0.000000000000000000e+00
